area_type,availability,location,bath,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Amblipura,,IDldsin,3150,4,3,180
Built-up  Area,Ready To Move,Naganathapura,,,1200,1,0,39.82
Plot  Area,Ready To Move,Dodda Banaswadi,,,1018,4,1,150
Built-up  Area,Ready To Move,Konena Agrahara,,,3520,6,1,460
Super built-up  Area,18-Jul,Chandapura,,SunceEs,1185,2,2,30.22
Super built-up  Area,Ready To Move,Jigani,,DLhtsan,918,2,2,56
Super built-up  Area,Ready To Move,GD Layout,,,1330,2,2,68
Built-up  Area,Ready To Move,Munnekollal,,Raisys ,1540,2,3,70
Super built-up  Area,Ready To Move,Lakshminarayana Pura,,RothaVa,1200,2,2,80
Super built-up  Area,18-Dec,Sunkan palya,,,927,2,2,37
Built-up  Area,19-Jun,Sarjapur,,Caonand,2580 - 2591,4,0,115
Super built-up  Area,Ready To Move,CV Raman Nagar,,,1400,2,2,78
Super built-up  Area,Ready To Move,Hosur Road,,Saageat,1345,2,2,106
Built-up  Area,Ready To Move,1st Phase JP Nagar,,,1900,3,1,400
Super built-up  Area,Ready To Move,8th Phase JP Nagar,,HMityld,1510,2,3,80
Super built-up  Area,Ready To Move,Malleshwaram,,,302,2,1,25
Super built-up  Area,21-Dec,Kanakpura Road,,PrarePa,525,,,27
Plot  Area,18-Aug,ITPL,,,1500,3,1,61.52
Super built-up  Area,19-Dec,Yelahanka,,Goues A,629 - 1026,1,0,42.535
Super built-up  Area,Ready To Move,Vidyaranyapura,,,1100,2,2,72
Built-up  Area,Ready To Move,Sunkadakatte,,,1200,3,1,68
Super built-up  Area,21-Dec,Kanakpura Road,,PrarePa,1100,3,2,53
Carpet  Area,19-Jun,Hormavu,,Kolisl ,2282,4,0,115
Built-up  Area,Ready To Move,Jayanti Nagar,,,760,2,1,37.49
Plot  Area,Ready To Move,Sarjapur,,Corix B,2172,3,0,100
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,,Essic C,3800,6,,390
Plot  Area,Ready To Move,Kumaraswami Layout,,BaisePa,600,2,1,72
Super built-up  Area,Ready To Move,8th Phase JP Nagar,,,3300,3,2,165
Super built-up  Area,19-Mar,Thubarahalli,,,1242,3,1,51
Plot  Area,Ready To Move,Moodalapalya,,,410,1,1,48
Super built-up  Area,Ready To Move,Uttarahalli,,SLnssPr,1245,2,2,43.58
Built-up  Area,Ready To Move,Kadugodi,,,1088,2,2,44
Built-up  Area,Ready To Move,Sahakara Nagar,,VincyRe,1200,2,0,46
Plot  Area,Ready To Move,TC Palaya,,,1995,3,1,100
Super built-up  Area,Ready To Move,Haralur Road,,,1309,2,1,82
Super built-up  Area,Ready To Move,BTM 1st Stage,,,1717,3,2,200
Super built-up  Area,Ready To Move,7th Phase JP Nagar,,BriumMi,2100,3,2,200
Plot  Area,Ready To Move,Gayathri Nagar,,,880,1,0,90
Plot  Area,Ready To Move,Abbigere,,,1200,6,1,95
Super built-up  Area,18-Aug,Maruthi Nagar,,,1250,3,2,42
Super built-up  Area,Ready To Move,Hebbal,,Brium C,3520,5,2,240
Super built-up  Area,Ready To Move,5th Phase JP Nagar,,Mangsr ,1041,2,2,54
Super built-up  Area,Ready To Move,Sarjapur  Road,,Shthi S,1505,2,2,60
Super built-up  Area,18-Jul,Bannerghatta,,Mamespa,1776,3,2,150
Super built-up  Area,Ready To Move,Bellandur,,OriewLa,1767,3,2,89
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,,Almid P,1293,2,2,80
Super built-up  Area,Ready To Move,Kengeri,,,1320,2,1,50
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,,Viowsen,1280,2,2,68.48
Super built-up  Area,19-Mar,Thanisandra,,Bhe 2ko,1245,2,1,83.05
Super built-up  Area,Ready To Move,Haralur Road,,,1027,1,2,44
Built-up  Area,Ready To Move,Yelenahalli,,,1200,2,,46.17
Super built-up  Area,21-Dec,Kanakpura Road,,PrarePa,1100,3,2,58
Plot  Area,Ready To Move,Medahalli,,,1065,3,1,72
Super built-up  Area,21-Dec,Kannamangala,,Sonue A,1814,3,1,129
Super built-up  Area,Ready To Move,Ramagondanahalli,,DNeremo,1610,2,1,112
Built-up  Area,Ready To Move,Kumaraswami Layout,,,850,1,1,78
Super built-up  Area,18-Jul,Kasavanhalli,,Oca 2 V,1600,3,3,79
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,,,3200,4,2,140
Built-up  Area,Ready To Move,Canara Bank Colony,,,1250,2,1,77.13
Super built-up  Area,Ready To Move,Haralur Road,,,1243,2,2,46
Super built-up  Area,Ready To Move,Kanakpura Road,,JRrnauv,1452,3,3,60.98
Super built-up  Area,Ready To Move,Ittamadu,,Naory G,1475,3,3,75
Super built-up  Area,Ready To Move,Electronic City,,SJityVe,1353,2,3,75
Carpet  Area,Ready To Move,Maruthi Sevanagar,,,2100,3,0,210
Super built-up  Area,21-Aug,Electronics City Phase 1,,,1750,3,2,58
Plot  Area,Ready To Move,Whitefield,,Pronege,4800,4,3,550
Built-up  Area,Ready To Move,Sahakara Nagar,,Rauil T,1270,2,1,96
Built-up  Area,Ready To Move,Battarahalli,,,2700,3,0,75
Plot  Area,Ready To Move,8th Phase JP Nagar,,,1200,4,2,270
Built-up  Area,19-May,Thanisandra,,G conTh,2695,4,3,188
Super built-up  Area,Ready To Move,Hessarghatta,,StwarSi,1330,3,2,65
Built-up  Area,Ready To Move,Electronic City,,,660,1,0,18
Super built-up  Area,Ready To Move,BTM 2nd Stage,,Catle C,1400,2,3,90
Built-up  Area,Ready To Move,Gubbalala,,,4000,5,1,195
Super built-up  Area,Ready To Move,Kanakpura Road,,PuandHi,1700,3,2,75
Built-up  Area,Ready To Move,Kasavanhalli,,Bhensa ,1585,2,2,90
Super built-up  Area,Ready To Move,Kothanur,,,1385,3,3,67
Super built-up  Area,18-Jul,Electronic City,,Prarkun,1128,2,1,67
Plot  Area,19-Oct,Whitefield,,NVaree ,60,4,2,218
Plot  Area,18-Apr,1Kasavanhalli,,HMwerCo,1200,18,,200
Super built-up  Area,Ready To Move,HSR Layout,,VaiewV ,1203,2,2,60
Super built-up  Area,Ready To Move,Mallasandra,,Shbhi S,905,2,1,35
Super built-up  Area,19-Mar,Hennur Road,,Orens G,1450,3,2,79
Super built-up  Area,Ready To Move,Varthur,,MKllei ,1105,2,3,38
Plot  Area,18-Apr,Channasandra,,,1200,2,1,46.13
Super built-up  Area,Ready To Move,Jalahalli,,Vanami ,1530,2,3,89
Super built-up  Area,Ready To Move,Whitefield,,SMuilan,1105,2,1,35.4
Super built-up  Area,18-Jul,Dasarahalli,,KSliaor,1333,2,1,78.56
Built-up  Area,17-Sep,Hongasandra,,,1065,2,2,45
Plot  Area,Immediate Possession,Hosur Road,,AVeldun,1350,,,8.44
Super built-up  Area,Ready To Move,Haralur Road,,,1243,2,2,46
Super built-up  Area,18-Dec,Old Madras Road,,Saesttt,1530,3,2,76.34
Plot  Area,Ready To Move,Margondanahalli,,,1200,2,1,65
Super built-up  Area,Ready To Move,Whitefield,,BrlisCo,1270,2,1,94
Super built-up  Area,Ready To Move,Bellandur,,OriewLa,1830,3,3,89
Super built-up  Area,Ready To Move,Chandapura,,,900,2,3,35
Plot  Area,Ready To Move,Attibele,,AGoutLa,2400,2,2,250
Plot  Area,Ready To Move,Varsova Layout,,,7000,6,2,560
Super built-up  Area,Ready To Move,Bannerghatta Road,,SNity S,1450,2,2,78
Super built-up  Area,Ready To Move,J C Nagar,,,1525,3,3,65
Built-up  Area,Ready To Move,Mahalakshmi Layout,,,1080,2,1,67
Built-up  Area,Ready To Move,Bagalur Main Road,,,1220,2,2,72
Super built-up  Area,Ready To Move,Begur Road,,Dhalsh ,1200,2,2,44.4
Super built-up  Area,Ready To Move,Bommanahalli,,SNeur G,1215 - 1495,2,0,73.17
Plot  Area,Ready To Move,R.T. Nagar,,,2400,3,0,348
Super built-up  Area,Ready To Move,Govindapura,,,1500,2,2,60
Built-up  Area,Ready To Move,Koramangala,,,1355,2,2,95
Built-up  Area,17-Jul,Electronic City,,GMown E,1070,2,1,57
Super built-up  Area,Ready To Move,CV Raman Nagar,,Pu270a ,1980,4,1,180
Super built-up  Area,Ready To Move,Bommasandra,,Niara S,842,2,2,30
Super built-up  Area,Ready To Move,Bannerghatta Road,,Baanise,700,1,1,31.2
Built-up  Area,Ready To Move,Doddakammanahalli,,,2500,4,,65
Built-up  Area,Ready To Move,"Kanakapura Road, ",,,1884,3,2,95
Built-up  Area,Ready To Move,Dena Bank Colony,,Chntsat,1100,2,2,75
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,,GrrvaGr,1196,2,2,40.54
Super built-up  Area,Ready To Move,Budigere,,PrityTr,1820,3,2,85
Plot  Area,Ready To Move,Basavanapura,,,1200,8,,145
Super built-up  Area,Ready To Move,Thanisandra,,MenueNo,1185,2,2,43.5
Super built-up  Area,Ready To Move,Varthur,,,2145,3,2,170
Super built-up  Area,Ready To Move,Whitefield,,Priew P,1220,2,1,89
Super built-up  Area,Ready To Move,Whitefield,,Sonviik,1116,2,3,51.91
Super built-up  Area,Ready To Move,6th Phase JP Nagar,,HMinebo,1192,2,3,75
Super built-up  Area,Ready To Move,Marathahalli,,NCenega,1449,3,2,110
Plot  Area,Ready To Move,Ardendale,,Somus A,2500,3,1,250
Built-up  Area,Ready To Move,Electronic City,,BrnoxEq,1700,3,2,90
Super built-up  Area,18-Aug,Hebbal,,Mahosya,1920,3,2,150
Plot  Area,Ready To Move,BTM 4th Stage,,,1350,2,0,90
Plot  Area,Ready To Move,Devanahalli Int. Airport,,,4800,5,2,350
Built-up  Area,Ready To Move,"Sarjapur Road, ",,,1700,3,2,74
Super built-up  Area,19-Dec,Hoodi,,Hahtsde,1447,3,2,76
Super built-up  Area,19-Jul,Kanakpura Road,,Soazak ,1329,2,1,107
Built-up  Area,Ready To Move,Sarjapur  Road,,Esatea ,1314,2,2,70.44
Plot  Area,Ready To Move,Hal old airport road,,,1200,3,2,110
Plot  Area,Ready To Move,Basavangudi,,,1214,3,0,220
Super built-up  Area,19-Mar,Hosa Road,,Sosisic,1513,3,1,103
Plot  Area,Ready To Move,arudi,,,6Acres,2,0,80
Super built-up  Area,Ready To Move,Vittasandra,,Prlla C,1246,2,1,67.5
Super built-up  Area,Ready To Move,Ganga Nagar,,,705,1,1,65
Super built-up  Area,Ready To Move,Dasarahalli,,Syonyph,1220,2,2,62
Super built-up  Area,Ready To Move,Yelahanka New Town,,,1800,2,1,45
Super built-up  Area,Ready To Move,Kaval Byrasandra,,,1400,3,2,75
Super built-up  Area,Ready To Move,Kasavanhalli,,Bhensa ,1245,2,2,80
Super built-up  Area,Ready To Move,Anantapuram,,GKiewke,1495,2,1,63
Plot  Area,Ready To Move,Nagavara,,,2000,2,2,275
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,,Mauner ,996,2,2,36.5
Built-up  Area,Ready To Move,Yelahanka New Town,,,1000,2,1,44
Built-up  Area,Ready To Move,Chikka Banaswadi,,SuntsAp,1250,2,3,75
Super built-up  Area,18-Aug,Chandapura,,SunceEs,975,2,1,24.86
Super built-up  Area,Ready To Move,Thanisandra,,Pronyt ,1261,2,1,80
Built-up  Area,Ready To Move,Electronics City Phase 1,,Raenti ,1080,2,2,46
Super built-up  Area,Ready To Move,Akshayanagara East,,HoDewy ,1230,2,1,50
Super built-up  Area,18-Mar,Kammasandra,,,982,2,2,25.53
Super built-up  Area,18-May,Bommasandra,,SSestth,1260,3,1,49.36
Super built-up  Area,Ready To Move,HSR Layout,,PuontFa,1590,2,2,135
Super built-up  Area,Ready To Move,Horamavu Agara,,Suise S,1220,2,2,39
Super built-up  Area,18-May,Electronic City Phase II,,Sryalan,1320,2,1,38.12
Super built-up  Area,Ready To Move,Green Glen Layout,,Solia D,1750,3,2,105
Super built-up  Area,Ready To Move,Whitefield,,Iseenst,1436,2,3,62.15
Plot  Area,18-Apr,TC Palaya,,,1200,2,0,66
Super built-up  Area,Ready To Move,Malleshwaram,,Rintspa,1500,2,,140
Super built-up  Area,Ready To Move,Varthur,,Caiseur,1560,3,2,90
Super built-up  Area,19-Jan,Whitefield,,,3758,3,1,300
Super built-up  Area,Ready To Move,Belatur,,Indanrt,1275,2,2,59
Super built-up  Area,Ready To Move,Ramanjaneyanagar,,,1040,2,2,36.4
Super built-up  Area,Ready To Move,Bellandur,,BhreeBa,2400,3,2,115
Plot  Area,Ready To Move,Chamrajpet,,,1500,9,3,230
Plot  Area,18-May,Kaggalipura,,AxvamTa,3150,5,1,212
Super built-up  Area,Ready To Move,Karuna Nagar,,CoinoCu,1960,3,2,165
Super built-up  Area,Ready To Move,JP Nagar,,Brnumnn,3200,5,3,309
Super built-up  Area,Ready To Move,Yeshwanthpur,,Vatra N,1195,2,2,100
Super built-up  Area,Ready To Move,Yelahanka,,Neite T,1140 - 1250,2,0,53.105
Super built-up  Area,Ready To Move,Hosakerehalli,,,4500,5,2,145
Plot  Area,Ready To Move,Ulsoor,,,450,3,1,70
Plot  Area,18-Apr,Sathya Sai Layout,,Prowshi,4304,4,2,699
Super built-up  Area,18-Jun,Javarandoddi,,,648,1,1,40
Super built-up  Area,Ready To Move,Sarjapur  Road,,Supleon,2100,3,2,130
Super built-up  Area,19-Dec,Thanisandra main road,,,4209,4,2,602
Super built-up  Area,Ready To Move,Kudlu,,Srrnasa,1027,2,1,44
Plot  Area,Ready To Move,Whitefield,,Leuseut,1575,4,3,250
Super built-up  Area,18-May,Bommasandra,,SSestth,1365,3,1,52.82
Super built-up  Area,Ready To Move,Yelahanka New Town,,KHatsFl,650,1,1,18
Plot  Area,18-Nov,Chandapura,,,1200,2,1,52
Super built-up  Area,Ready To Move,Cooke Town,,,1100,2,3,90
Built-up  Area,Ready To Move,7th Phase JP Nagar,,LencyRe,1075,2,1,57
Super built-up  Area,Ready To Move,Banashankari,,SuentAp,1100,2,1,63
Super built-up  Area,Ready To Move,Akshya Nagar,,,1320,2,1,58
Super built-up  Area,Ready To Move,Kammasandra,,Daden G,1500,3,2,65
Plot  Area,Ready To Move,Vijaypura,,,1200,5,1,150
Plot  Area,Ready To Move,Bapuji Nagar,,,1125,3,2,126
Super built-up  Area,Ready To Move,Vittasandra,,Prlla C,1246,2,1,67.5
Super built-up  Area,18-Apr,Bhoganhalli,,Rosha I,1718,3,2,90.2
Super built-up  Area,Ready To Move,Bisuvanahalli,,Prityel,1075,2,1,32
Super built-up  Area,18-Oct,Chennammana Kere,,,1480,3,1,75.48
Super built-up  Area,Ready To Move,Austin Town,,,500,1,1,13
Plot  Area,Ready To Move,3rd Block Banashankari,,,2400,4,1,325
Plot  Area,18-May,Kaikondrahalli,,,1200,4,2,125
Super built-up  Area,Ready To Move,Kanakpura Road,,,1041,2,1,36.44
Super built-up  Area,Ready To Move,Doddanekundi,,,1128,2,2,48.4
Super built-up  Area,Ready To Move,Hosur Road,,Kelmsoy,1685,3,1,90
Super built-up  Area,Ready To Move,Guddadahalli,,KSidems,1180,2,2,65
Built-up  Area,Ready To Move,Ejipura,,BadorSp,1200,2,1,60
Super built-up  Area,18-Apr,Mangammanapalya,,,1250,3,2,39.5
Super built-up  Area,21-Dec,Kanakpura Road,,PrarePa,900,2,1,41
Built-up  Area,Ready To Move,Chelekare,,BhisePa,1000,2,1,45
Built-up  Area,Ready To Move,Yelahanka New Town,,,600,2,2,80
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,,,600,3,2,82
Super built-up  Area,Ready To Move,Vittasandra,,Prlla C,1404,2,1,70
Super built-up  Area,Ready To Move,Ramagondanahalli,,DNeremo,1610,2,2,115
Super built-up  Area,18-Jul,Varthur,,Unris E,1760,2,1,85
Super built-up  Area,Ready To Move,Amam Enclave Layout,,,975,2,1,55
Built-up  Area,Ready To Move,Kashi Nagar,,Adarkya,1190,2,2,42
Built-up  Area,Ready To Move,Kudlu,,,1110,2,1,46
Super built-up  Area,Ready To Move,Rajaji Nagar,,PhestOn,2415,3,2,399
Super built-up  Area,18-May,Gunjur,,BMineis,1235,2,2,44.5
Super built-up  Area,Ready To Move,Nanjappa Garden,,TNnumla,1275,2,3,55
Built-up  Area,Ready To Move,Victoria Layout,,,1115,2,1,115
Super built-up  Area,Ready To Move,Harlur,,Prncyrn,1197,2,1,76
Super built-up  Area,20-Dec,Begur Road,,Pruthg ,644,1,1,32
Super built-up  Area,Ready To Move,Bellandur,,,1251,2,3,47
Super built-up  Area,18-Apr,Neeladri Nagar,,SKisyDa,1105,2,2,30
Super built-up  Area,18-Aug,4th Phase JP Nagar,,,1080,2,2,38
Super built-up  Area,Ready To Move,Kudlu,,,2100,3,1,114
Plot  Area,Ready To Move,Kammanahalli,,,1600,4,1,200
Super built-up  Area,Ready To Move,NRI Layout,,,1731,3,3,64.11
Super built-up  Area,Ready To Move,Hormavu,,ARaveSa,1206,2,1,55
Super built-up  Area,Ready To Move,Choodasandra,,MJiyayl,1560,3,2,78
Super built-up  Area,Ready To Move,7th Phase JP Nagar,,Brnia G,750,1,2,47
Built-up  Area,Ready To Move,Billekahalli,,Chuti S,1035,2,2,90
Plot  Area,Ready To Move,Ramamurthy Nagar,,,1200,6,2,150
Super built-up  Area,Ready To Move,Sarjapur  Road,,SJityaz,702,1,0,35.8
Plot  Area,Ready To Move,Attibele,,,1700,3,1,65
Super built-up  Area,Ready To Move,HRBR Layout,,,1145,2,2,68.5
Super built-up  Area,Ready To Move,Ramamurthy Nagar,,,1208,2,2,43.5
Super built-up  Area,Ready To Move,Brookefield,,,1589,3,2,74
Built-up  Area,Ready To Move,Allalasandra,,Jaensa ,560,2,1,22
Super built-up  Area,Ready To Move,Yelahanka New Town,,SLhidOr,1426,2,2,61.5
Super built-up  Area,Ready To Move,Green Glen Layout,,Sortz Q,1885,3,2,135
Super built-up  Area,18-Mar,Old Madras Road,,SheldGr,935,2,0,37.77
Super built-up  Area,18-Apr,Old Madras Road,,Saesttt,1171,2,2,73
Super built-up  Area,Ready To Move,Singasandra,,,1465,2,3,60
Super built-up  Area,Ready To Move,Budigere,,PrityTr,1820,3,2,95
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,,GrrvaGr,1580,2,2,66.85
Super built-up  Area,Ready To Move,Whitefield,,SMuilan,1452,2,2,46.29
Super built-up  Area,Ready To Move,Hennur Road,,Mileeou,1445,2,1,89.56
Super built-up  Area,Ready To Move,Gollahalli,,Meines ,1170,2,1,39
Super built-up  Area,Ready To Move,Anjappa Layout,,,1070,2,1,50
Super built-up  Area,21-Dec,Kanakpura Road,,PrarePa,1100,3,2,53
Super built-up  Area,18-Mar,Kothanur,,,1140,2,2,56
Built-up  Area,Ready To Move,Rachenahalli,,NRniad ,2600,3,2,160
Super built-up  Area,Ready To Move,Shikaripalya,,ALtonea,1532,3,2,59.75
Super built-up  Area,Ready To Move,AGS Layout,,,1150,2,1,46
Super built-up  Area,Ready To Move,Jakkur,,HRaniIb,1473,2,1,85
Super built-up  Area,Ready To Move,Kathriguppe,,Prone M,1350,3,2,80.99
Super built-up  Area,Ready To Move,Prithvi Layout,,Prigh L,4040,4,0,500
Super built-up  Area,18-Jan,CV Raman Nagar,,Pu270a ,1980,4,2,166
Super built-up  Area,22-Jun,Hoodi,,GoAirej,1660,3,2,128
Plot  Area,Ready To Move,Kogilu,,,2456,7,2,85
Super built-up  Area,Ready To Move,Chamrajpet,,,650,2,2,45
Plot  Area,Ready To Move,Neeladri Nagar,,Coleyli,4000,5,2,425
Super built-up  Area,Ready To Move,Malleshwaram,,Sariaat,2475,4,3,340
Super built-up  Area,Ready To Move,Chikkakannalli,,,1495,3,2,90
Super built-up  Area,Ready To Move,R.T. Nagar,,Esncyth,1080,2,1,48
Super built-up  Area,Ready To Move,Electronic City,,Elodsre,1521,2,2,57.5
Built-up  Area,Ready To Move,Aishwarya Crystal Layout,,GRvasth,1053,2,0,51
Super built-up  Area,18-Mar,Binny Pete,,Shestlo,2406,5,2,289
Plot  Area,Ready To Move,Kanakpura Road,,,800,5,3,115
Super built-up  Area,Ready To Move,7th Phase JP Nagar,,,1050,2,1,42
Super built-up  Area,Ready To Move,Thanisandra,,MenueNo,1430,2,2,51.48
Built-up  Area,Ready To Move,Begur,,SrSaira,2400,3,2,12
Super built-up  Area,18-Apr,OLd Gurappanapalya,,,1250,3,2,39
Plot  Area,Ready To Move,Ramanagara Channapatna,,,1200,2,1,75
Built-up  Area,Ready To Move,Ulsoor,,,840,1,1,150
Super built-up  Area,Ready To Move,Uttarahalli,,SBiewid,1000,2,2,39.5
Super built-up  Area,Ready To Move,Bannerghatta Road,,Guranya,1630,3,3,68
Super built-up  Area,Ready To Move,Kammasandra,,Pre 1ri,985,2,1,40.5
Super built-up  Area,Ready To Move,BTM 2nd Stage,,Chaldi ,1200,2,2,70
Built-up  Area,Ready To Move,Ambalipura,,,1650,3,3,100
Super built-up  Area,Ready To Move,Mico Layout,,Amsomun,1670,3,2,59
Super built-up  Area,Ready To Move,5th Block Hbr Layout,,,1200,5,,205
Plot  Area,16-Jan,Sarjapur  Road,,Saacesa,1240,4,0,110
Built-up  Area,Ready To Move,Maheswari Nagar,,AsensGa,1000,2,2,60
Super built-up  Area,Ready To Move,Doddabanahalli,,,830,2,2,26
Plot  Area,18-Jul,Ramagondanahalli,,,1200,3,1,56.1
Plot  Area,Ready To Move,Sadashiva Nagar,,,9600,7,2,2736
Super built-up  Area,19-Aug,Begur Road,,Pruthg ,2400 - 2600,6,0,122.5
Super built-up  Area,Ready To Move,Haralur Road,,RInceeg,1140,2,2,43
Super built-up  Area,Ready To Move,Nagarbhavi,,Deens G,1635,3,3,85
Built-up  Area,Ready To Move,HSR Layout,,,1120,2,1,70
Plot  Area,Ready To Move,Kamakya Layout,,,2750,6,3,200
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,,Saitya ,1760,3,2,185
Super built-up  Area,Ready To Move,Harlur,,SrEndPo,2137,3,2,110
Super built-up  Area,Ready To Move,Hennur Road,,Koagati,973,2,1,50.74
Super built-up  Area,18-Jun,Kundalahalli,,Dieldli,1724,3,1,146
Super built-up  Area,Ready To Move,Banashankari,,,1020,2,2,40.79
Plot  Area,Ready To Move,Hsr layout sector3,,,1200,4,3,375
Super built-up  Area,Ready To Move,Electronic City,,,750,1,1,35
Super built-up  Area,Ready To Move,Kambipura,,Prrtht ,883,2,1,49
Built-up  Area,Ready To Move,Thyagraj Nagar,,,660,2,0,76
Super built-up  Area,Ready To Move,Ramagondanahalli,,DNeremo,2787,5,2,220
Built-up  Area,Ready To Move,Devasthanagalu,,Grmes L,1470,2,3,60
Super built-up  Area,20-Apr,Electronics City Phase 1,,DSrry S,891,2,1,24.95
Built-up  Area,Ready To Move,"Sarjapur Road, ",,,1275,2,1,76
Super built-up  Area,Ready To Move,Kothanur,,Somumys,1787,3,2,120
Built-up  Area,Ready To Move,8th Phase JP Nagar,,,1730,5,2,75
Super built-up  Area,Ready To Move,Sarjapur  Road,,Adeatlm,1320,2,2,110
Super built-up  Area,18-Aug,Yeshwanthpur,,Aroomba,1692,3,3,108
Super built-up  Area,Ready To Move,Bannerghatta Road,,SNity S,1400,3,2,69
Super built-up  Area,Ready To Move,Sarjapur  Road,,,1115,2,1,50
Super built-up  Area,Ready To Move,Whitefield,,Sparam ,1370,2,2,56
Super built-up  Area,18-Feb,Thirumenahalli,,MNtha A,1602,3,2,56
Built-up  Area,20-Dec,"Hoodi Circle, ",,,793,1,1,40
Super built-up  Area,Ready To Move,GM Palaya,,Srg Bnc,675,1,1,35
Built-up  Area,Ready To Move,Chikka Tirupathi,,Theanmp,3250,4,2,136
Super built-up  Area,Ready To Move,Whitefield,,Prarat ,1050,2,3,43
Built-up  Area,Ready To Move,Jalahalli East,,Srigmsw,1035,2,1,42.5
Super built-up  Area,17-Feb,Sarjapur  Road,,MJinele,1200,2,2,44
Super built-up  Area,Ready To Move,Sarjapur  Road,,Saitya ,1800,3,2,128
Built-up  Area,Ready To Move,Green Glen Layout,,Prodsm ,1625,3,2,70
Super built-up  Area,20-Dec,Electronics City Phase 1,,DSsicky,1032,2,1,31.99
Super built-up  Area,18-Apr,Whitefield,,Asarqz ,1496,2,1,71.81
Super built-up  Area,18-May,Kothnoor Dinne,,,1100,2,2,38
Built-up  Area,Ready To Move,Kundalahalli,,,1500,3,2,50
Built-up  Area,18-Dec,Electronic City Phase II,,Sryalan,1125,2,1,32.63
Super built-up  Area,Ready To Move,Chikka Banaswadi,,MSadeed,1555,3,3,73
Super built-up  Area,Ready To Move,Amruthahalli,,Srncy R,1025,2,1,42
Super built-up  Area,19-Mar,Hennur Road,,Puachal,1482,2,1,83.73
Super built-up  Area,Ready To Move,Banagirinagar,,,1630,2,2,130
Super built-up  Area,Ready To Move,Arekere,,Prdowth,900,2,1,44.5
Super built-up  Area,Ready To Move,Yelahanka,,Rarthne,1355,2,3,75
Plot  Area,18-May,1st Block Koramangala,,,2360,4,2,601
Built-up  Area,Ready To Move,Akshaya Nagar,,,1200,2,2,45
Super built-up  Area,Ready To Move,Suraksha Nagar,,AritaFe,1563,3,2,63
